order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
2384,1856,Shipped,F,12/25/2022 9:16:00,,12/28/2022 3:35:00,,1
2389,1859,Shipped,F,8/2/2023 7:18:00,,8/4/2023 4:44:00,,1
2390,1861,Shipped,F,12/24/2022 3:33:00,,12/24/2022 16:21:00,,1
2395,1866,Shipped,F,8/9/2022 13:07:00,,8/11/2022 10:30:00,,1
2396,1867,Shipped,F,12/9/2022 9:43:00,,12/9/2022 18:53:00,,1
2401,1870,Shipped,F,9/20/2021 8:28:00,,9/22/2021 1:01:00,,1
2404,1872,Shipped,F,8/7/2023 17:22:26,,8/8/2023 20:01:26,,1
2408,1873,Shipped,F,3/10/2023 3:56:00,,3/12/2023 21:01:00,,1
2410,1876,Shipped,F,7/15/2023 8:38:00,,7/17/2023 8:59:00,,1
2414,1878,Shipped,F,3/1/2023 1:25:00,,3/3/2023 2:48:00,,1
2416,1880,Shipped,F,5/26/2021 10:19:00,,5/27/2021 11:41:00,,1
2422,1886,Shipped,F,12/7/2022 11:04:00,,12/9/2022 16:31:00,,1
2423,1887,Shipped,F,12/19/2021 8:11:00,,12/22/2021 5:46:00,,1
2438,1900,Shipped,F,11/24/2020 1:26:00,,11/24/2020 16:23:00,,2
2470,1919,Shipped,F,6/30/2023 13:04:00,,7/2/2023 9:55:00,,1
2475,1925,Shipped,F,8/19/2021 5:54:00,,8/20/2021 13:06:00,,1
2483,1932,Shipped,F,7/31/2023 7:53:00,,8/1/2023 1:24:00,,1
2486,1935,Shipped,F,6/16/2021 17:29:00,,6/17/2021 19:34:00,,1
2508,1957,Shipped,F,10/11/2022 1:52:00,,10/13/2022 10:47:00,,1
2511,1961,Shipped,F,7/15/2022 5:53:00,,7/16/2022 7:58:00,,1
2512,1962,Shipped,F,6/28/2023 10:12:00,,6/28/2023 15:28:00,,4
2532,1974,Shipped,F,6/17/2023 9:24:00,,6/20/2023 6:53:00,,1
2546,1984,Shipped,F,4/9/2023 18:07:00,,4/12/2023 4:06:00,,1
2549,1985,Shipped,F,8/26/2022 12:56:00,,8/28/2022 7:51:00,,1
2550,1986,Shipped,F,7/11/2023 9:38:00,,7/13/2023 3:53:00,,1
2561,1994,Shipped,F,12/16/2022 14:26:00,,12/17/2022 22:17:00,,1
2575,2008,Shipped,F,7/30/2023 3:30:00,,7/30/2023 12:56:00,,4
2576,2009,Shipped,F,11/18/2022 15:19:00,,11/19/2022 10:13:00,,1
2580,2011,Shipped,F,5/7/2022 2:42:00,,5/10/2022 1:47:00,,2
2589,2016,Shipped,F,6/25/2023 1:54:00,,6/25/2023 21:19:00,,1
2615,2031,Shipped,F,7/16/2023 4:59:00,,7/17/2023 1:51:00,,2
2626,2045,Shipped,F,8/15/2022 8:31:00,,8/16/2022 23:40:00,,1
2633,2049,Shipped,F,9/29/2022 4:05:00,,10/1/2022 3:13:00,,1
2639,2052,Shipped,F,10/19/2021 10:06:00,,10/20/2021 7:21:00,,1
2654,2066,Shipped,F,7/13/2021 12:55:00,,7/15/2021 13:07:00,,1
2658,2070,Shipped,F,1/4/2022 16:42:00,,1/7/2022 3:58:00,,1
2660,2073,Shipped,F,2/8/2023 12:40:00,,2/9/2023 7:39:00,,2
2675,2083,Shipped,F,12/15/2022 12:30:00,,12/18/2022 4:42:00,,1
2681,2089,Shipped,F,8/3/2020 10:41:00,,8/4/2020 18:46:00,,1
2683,2089,Shipped,F,12/9/2020 10:41:00,,12/11/2020 5:34:00,,1
2686,2092,Shipped,F,1/17/2023 1:55:00,,1/19/2023 7:44:00,,3
2708,2107,Shipped,F,11/2/2021 9:17:00,,11/3/2021 22:20:00,,1
2720,2119,Shipped,F,11/28/2021 13:23:00,,11/30/2021 1:12:00,,1
2722,2121,Shipped,F,9/15/2021 0:36:00,,9/17/2021 8:24:00,,1
2728,2127,Shipped,F,9/29/2021 11:13:00,,10/1/2021 23:21:00,,1
2730,2129,Shipped,F,12/28/2020 8:01:00,,12/30/2020 16:55:00,,2
2732,2132,Shipped,F,7/22/2023 16:49:00,,7/24/2023 21:02:00,,1
2733,2134,Shipped,F,4/20/2022 15:50:00,,4/23/2022 12:01:00,,1
2740,2137,Shipped,F,2/5/2023 9:13:00,,2/8/2023 3:33:00,,1
2756,2151,Shipped,F,11/15/2021 4:22:00,,11/17/2021 7:03:00,,4
2758,2155,Shipped,F,8/7/2023 7:32:00,,8/7/2023 11:03:00,,1
2781,2180,Shipped,F,9/5/2021 2:14:00,,9/7/2021 12:31:00,,2
2782,2180,Shipped,F,5/29/2023 2:14:00,,5/30/2023 2:06:00,,2
2783,2181,Shipped,F,10/28/2022 16:14:00,,10/30/2022 15:44:00,,1
2792,2186,Shipped,F,7/19/2023 8:31:00,,7/19/2023 18:08:00,,1
2796,2189,Shipped,F,9/29/2022 16:30:00,,10/1/2022 19:07:00,,2
2801,2197,Shipped,F,5/12/2021 16:15:00,,5/15/2021 11:07:00,,3
2802,2197,Shipped,F,1/3/2020 16:15:00,,1/6/2020 11:15:00,,1
2805,2200,Shipped,F,6/10/2023 2:02:00,,6/13/2023 0:44:00,,1
2815,2207,Shipped,F,1/27/2023 16:30:00,,1/27/2023 20:24:00,,1
2816,2208,Shipped,F,3/17/2022 5:09:00,,3/20/2022 1:10:00,,1
2820,2210,Shipped,F,8/4/2023 9:52:00,,8/5/2023 10:29:00,,1
2831,2222,Shipped,F,7/23/2022 14:09:00,,7/24/2022 20:10:00,,1
2832,2222,Shipped,F,12/29/2021 14:09:00,,12/29/2021 21:08:00,,3
2841,2229,Shipped,F,6/1/2023 12:32:00,,6/2/2023 1:09:00,,1
2845,2233,Shipped,F,8/9/2023 11:45:37,,8/12/2023 11:35:37,,3
2849,2237,Shipped,F,5/21/2023 2:44:00,,5/24/2023 2:08:00,,2
2858,2246,Shipped,F,5/7/2023 13:02:00,,5/9/2023 0:59:00,,1
2860,2247,Shipped,F,9/30/2022 10:30:00,,10/3/2022 5:07:00,,2
2865,2251,Shipped,F,7/3/2023 3:08:00,,7/4/2023 6:05:00,,2
2877,2260,Shipped,F,12/4/2019 1:09:00,,12/5/2019 12:09:00,,2
2878,2260,Shipped,F,5/18/2023 1:09:00,,5/18/2023 23:11:00,,1
2881,2267,Shipped,F,10/25/2022 2:16:00,,10/26/2022 23:28:00,,1
2887,2271,Shipped,F,7/26/2022 14:39:00,,7/29/2022 5:17:00,,1
2897,2278,Shipped,F,3/13/2023 16:30:00,,3/15/2023 14:17:00,,2
2909,2289,Shipped,F,3/28/2022 14:53:00,,3/30/2022 8:22:00,,1
2926,2298,Shipped,F,7/31/2022 14:59:00,,8/3/2022 7:25:00,,1
2935,2305,Shipped,F,5/20/2023 18:15:00,,5/23/2023 9:25:00,,2
2937,2306,Shipped,F,5/19/2023 7:44:00,,5/21/2023 20:21:00,,4
2939,2308,Shipped,F,7/31/2023 12:43:00,,8/1/2023 20:55:00,,2
2942,2309,Shipped,F,8/6/2023 15:06:00,,8/7/2023 8:34:00,,1
2944,2309,Shipped,F,7/31/2023 15:06:00,,8/2/2023 5:23:00,,1
2957,2321,Shipped,F,3/4/2022 0:08:00,,3/6/2022 4:20:00,,1
2958,2321,Shipped,F,11/29/2021 0:08:00,,11/30/2021 18:24:00,,1
2968,2330,Shipped,F,11/18/2022 8:28:00,,11/21/2022 6:25:00,,1
2977,2336,Shipped,F,12/12/2022 13:01:00,,12/14/2022 7:53:00,,1
2995,2353,Shipped,F,11/15/2020 15:37:00,,11/17/2020 4:14:00,,2
3007,2365,Shipped,F,11/12/2022 16:12:00,,11/13/2022 4:54:00,,1
3008,2366,Shipped,F,10/11/2021 14:48:00,,10/14/2021 7:34:00,,1
3012,2370,Shipped,F,7/20/2023 10:41:00,,7/22/2023 23:35:00,,1
3013,2371,Shipped,F,3/3/2023 7:33:00,,3/3/2023 10:33:00,,1
3015,2372,Shipped,F,1/20/2021 4:09:00,,1/21/2021 20:18:00,,1
3022,2379,Shipped,F,7/9/2022 0:48:00,,7/11/2022 9:21:00,,1
3027,2384,Shipped,F,3/22/2023 7:15:00,,3/23/2023 21:50:00,,1
3058,2415,Shipped,F,8/1/2023 14:20:00,,8/4/2023 7:43:00,,1
3061,2418,Shipped,F,2/4/2021 2:38:00,,2/6/2021 10:04:00,,1
3066,2422,Shipped,F,12/28/2022 1:21:00,,12/29/2022 14:28:00,,4
3077,2429,Shipped,F,4/1/2023 10:47:00,,4/1/2023 14:24:00,,1
3082,2434,Shipped,F,6/18/2023 9:55:00,,6/19/2023 17:29:00,,4
3094,2440,Shipped,F,4/20/2023 15:48:00,,4/22/2023 7:55:00,,1
3101,2446,Shipped,F,1/10/2023 14:20:00,,1/11/2023 19:01:00,,1
3125,2464,Shipped,F,1/30/2023 4:01:00,,2/1/2023 1:18:00,,1
3132,2470,Shipped,F,4/24/2021 14:13:00,,4/24/2021 23:12:00,,4
3137,2471,Shipped,F,11/5/2021 12:46:00,,11/8/2021 9:55:00,,1
3154,2483,Shipped,F,8/4/2023 14:56:00,,8/6/2023 18:45:00,,2
3172,2499,Shipped,F,12/10/2022 18:36:00,,12/11/2022 17:20:00,,1
3173,2500,Shipped,F,4/18/2023 10:12:00,,4/21/2023 9:02:00,,2
3176,2501,Shipped,F,10/23/2020 1:32:00,,10/24/2020 9:03:00,,2
3177,2501,Shipped,F,11/10/2020 1:32:00,,11/13/2020 1:02:00,,1
3180,2502,Shipped,F,2/12/2022 5:39:00,,2/14/2022 22:05:00,,1
3181,2502,Shipped,F,6/10/2022 5:39:00,,6/10/2022 21:24:00,,1
3186,2507,Shipped,F,6/17/2023 0:43:00,,6/18/2023 14:04:00,,2
3193,2512,Shipped,F,1/20/2022 10:12:00,,1/23/2022 5:05:00,,1
3207,2520,Shipped,F,8/7/2023 0:10:46,,8/9/2023 8:02:46,,1
3220,2534,Shipped,F,3/27/2023 14:57:00,,3/29/2023 4:10:00,,1
3233,2544,Shipped,F,12/8/2022 4:30:00,,12/11/2022 2:38:00,,1
3234,2545,Shipped,F,1/30/2023 7:50:00,,1/30/2023 8:19:00,,1
3235,2546,Shipped,F,8/6/2023 3:40:00,,8/7/2023 19:43:00,,1
3248,2560,Shipped,F,7/5/2023 16:22:00,,7/5/2023 19:04:00,,2
3262,2572,Shipped,F,3/13/2022 10:15:00,,3/16/2022 4:22:00,,1
3268,2578,Shipped,F,1/15/2023 12:03:00,,1/17/2023 21:34:00,,1
3272,2580,Shipped,F,4/18/2023 1:23:00,,4/19/2023 5:45:00,,1
3286,2592,Shipped,F,6/4/2023 4:39:00,,6/4/2023 23:54:00,,1
3294,2602,Shipped,F,8/3/2023 6:45:00,,8/4/2023 2:53:00,,1
3300,2607,Shipped,F,8/25/2019 5:26:00,,8/27/2019 1:55:00,,1
3301,2607,Shipped,F,9/4/2019 5:26:00,,9/6/2019 22:41:00,,1
3309,2613,Shipped,F,4/27/2023 4:25:00,,4/27/2023 14:05:00,,1
3313,2618,Shipped,F,1/10/2020 7:45:00,,1/11/2020 21:20:00,,1
3318,2621,Shipped,F,9/22/2021 0:57:00,,9/23/2021 16:29:00,,1
3319,2621,Shipped,F,12/3/2021 0:57:00,,12/5/2021 21:52:00,,1
3329,2627,Shipped,F,10/6/2022 3:11:00,,10/8/2022 22:11:00,,1
3342,2635,Shipped,F,9/1/2022 3:49:00,,9/3/2022 1:34:00,,1
3343,2636,Shipped,F,2/22/2023 5:10:00,,2/24/2023 19:59:00,,1
3352,2644,Shipped,F,9/1/2020 13:45:00,,9/3/2020 3:22:00,,1
3353,2644,Shipped,F,1/18/2022 13:45:00,,1/20/2022 2:05:00,,2
3359,2649,Shipped,F,5/11/2022 0:40:00,,5/12/2022 16:07:00,,1
3369,2653,Shipped,F,11/17/2020 15:02:00,,11/19/2020 19:15:00,,2
3377,2657,Shipped,F,5/1/2021 11:50:00,,5/2/2021 9:01:00,,1
3398,2678,Shipped,F,6/18/2023 3:18:00,,6/18/2023 20:37:00,,2
3408,2690,Shipped,F,12/5/2021 4:44:00,,12/7/2021 9:49:00,,1
3409,2690,Shipped,F,11/19/2021 4:44:00,,11/19/2021 14:46:00,,3
3410,2690,Shipped,F,10/3/2022 4:44:00,,10/4/2022 9:25:00,,2
3411,2691,Shipped,F,4/5/2023 2:23:00,,4/7/2023 5:57:00,,2
3418,2697,Shipped,F,6/25/2023 2:59:00,,6/27/2023 21:52:00,,1
3419,2697,Shipped,F,3/1/2022 2:59:00,,3/2/2022 2:48:00,,1
3431,2705,Shipped,F,7/29/2021 13:41:00,,7/30/2021 1:23:00,,1
3434,2708,Shipped,F,9/6/2020 5:10:00,,9/8/2020 11:51:00,,2
3441,2711,Shipped,F,1/24/2023 6:49:00,,1/26/2023 23:02:00,,1
3450,2714,Shipped,F,4/23/2023 9:51:00,,4/24/2023 23:24:00,,3
3466,2725,Shipped,F,6/12/2020 8:47:00,,6/12/2020 18:39:00,,1
3471,2728,Shipped,F,6/22/2021 15:46:00,,6/23/2021 7:58:00,,1
3472,2728,Shipped,F,4/30/2023 15:46:00,,5/2/2023 21:57:00,,1
3475,2732,Shipped,F,5/8/2023 16:27:00,,5/9/2023 16:23:00,,1
3478,2734,Shipped,F,8/18/2020 10:54:00,,8/21/2020 4:02:00,,2
3480,2737,Shipped,F,12/29/2022 11:35:00,,12/29/2022 14:54:00,,2
3481,2737,Shipped,F,3/28/2020 11:35:00,,3/29/2020 23:35:00,,1
3482,2737,Shipped,F,7/31/2023 11:35:00,,8/2/2023 14:33:00,,2
3497,2747,Shipped,F,7/7/2020 1:44:00,,7/8/2020 10:41:00,,3
3507,2754,Shipped,F,11/7/2022 15:23:00,,11/9/2022 1:18:00,,1
3514,2759,Shipped,F,5/4/2021 3:17:00,,5/6/2021 8:44:00,,2
3515,2759,Shipped,F,11/20/2021 3:17:00,,11/21/2021 12:31:00,,1
3517,2761,Shipped,F,7/18/2023 14:54:00,,7/19/2023 6:22:00,,1
3518,2762,Shipped,F,9/1/2022 4:56:00,,9/2/2022 16:13:00,,1
3527,2772,Shipped,F,3/31/2023 13:53:00,,4/1/2023 11:30:00,,2
3528,2773,Shipped,F,3/23/2023 0:18:00,,3/23/2023 20:00:00,,2
3537,2781,Shipped,F,4/5/2020 12:59:00,,4/7/2020 23:26:00,,1
3551,2795,Shipped,F,6/21/2023 16:04:00,,6/23/2023 1:07:00,,1
3563,2806,Shipped,F,1/8/2022 4:29:00,,1/9/2022 0:01:00,,1
3564,2807,Shipped,F,6/30/2023 14:20:00,,7/3/2023 2:29:00,,2
3578,2818,Shipped,F,3/27/2022 12:10:00,,3/30/2022 5:03:00,,1
